name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Volkswagen Vento,Trendline (Base),Excellent,Metro (High Demand),2013,40176.43,CNG,Manual,First Owner,17.0,999,108,5,1165855.26,377330.65
Tata Safari,XM (Mid),Good,Tier 2 (Medium),2012,35313.9,CNG,Manual,Second Owner,14.0,1956,167,7,2171544.61,675376.53
Hyundai Verna,SX (Top),Excellent,Metro (High Demand),2017,44489.86,Diesel,Automatic,First Owner,19.0,1497,113,5,1596972.38,920202.63
Kia Carens,GTX (Top),Good,Rural (Low),2011,44169.27,Diesel,Manual,Third Owner,16.0,1497,113,7,1460128.29,448772.16
Mahindra Thar,Mid,Fair,Tier 2 (Medium),2018,41989.33,Petrol,Manual,First Owner,15.0,1997,150,4,1584575.34,685707.92
Maruti Suzuki Swift,LXI (Base),Fair,Rural (Low),2016,82704.17,CNG,Manual,First Owner,21.0,1197,82,5,638157.33,230738.42
Hyundai Venue,SX (Top),Excellent,Rural (Low),2020,115820.65,Diesel,Manual,First Owner,18.0,998,118,5,1280712.79,665594.72
Honda Amaze,VX (Top),Excellent,Metro (High Demand),2025,99877.84,CNG,Automatic,Second Owner,18.0,1199,88,5,1126046.98,983812.68
Kia Seltos,HTE (Base),Excellent,Rural (Low),2012,526607.5069693781,Diesel,Manual,First Owner,16.0,1497,113,5,1833839.63,560214.65
Hyundai Creta,S (Mid),Good,Metro (High Demand),2019,78578.24,Petrol,Automatic,Second Owner,16.0,1497,113,5,1800390.97,948442.95
Tata Tiago,XZ (Top),Good,Metro (High Demand),2013,122364.11,CNG,Automatic,Second Owner,20.0,1199,84,5,820720.85,274692.05
Mahindra Bolero,Mid,Good,Rural (Low),2013,91916.24,Petrol,Manual,First Owner,16.0,1493,75,7,1091306.51,349522.78
Kia Carens,HTK (Mid),Poor,Tier 2 (Medium),2021,14072.74,Diesel,Automatic,Second Owner,16.0,1497,113,7,1584833.06,635925.83
Volkswagen Vento,Comfortline (Mid),Fair,Metro (High Demand),2021,83736.24,Diesel,Automatic,First Owner,17.0,999,108,5,1457643.93,868585.15
Volkswagen Polo,Comfortline (Mid),Good,Tier 2 (Medium),2012,44971.81,Diesel,Automatic,Second Owner,18.0,999,108,5,1173665.09,362380.59
Kia Seltos,HTK (Mid),Good,Rural (Low),2016,6466.68,Diesel,Manual,First Owner,16.0,1497,113,5,1820625.35,634938.64
Maruti Suzuki Dzire,ZXI (Top),Good,Metro (High Demand),2016,17711.54,CNG,Automatic,Third Owner,23.0,1197,88,5,939959.11,305864.87
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2023,104186.99,CNG,Automatic,Second Owner,16.0,1497,113,7,1415069.13,756594.48
Mahindra Thar,Top,Good,Tier 2 (Medium),2022,36698.89,Diesel,Automatic,Second Owner,15.0,1997,150,4,1890980.79,1220650.65
Mahindra Thar,Top,Good,Tier 2 (Medium),2020,123105.59,CNG,Automatic,Second Owner,15.0,1997,150,4,1811595.29,724805.25
Honda City,S (Mid),Excellent,Rural (Low),2016,99771.41,CNG,Manual,Fourth & Above Owner,17.0,1498,119,5,1492944.25,470786.66
Hyundai Verna,SX (Top),Excellent,Metro (High Demand),2020,65139.53,Petrol,Automatic,First Owner,19.0,1497,113,5,1496500.61,957863.63
Toyota Innova,G (Base),Good,Metro (High Demand),2012,81407.58,Diesel,Manual,Second Owner,11.0,2393,148,7,2698322.3,838567.71
Kia Sonet,GTX (Top),Excellent,Tier 2 (Medium),2018,45262.25,CNG,Manual,Second Owner,18.0,998,118,5,1151988.32,566910.87
Honda City,E (Base),Good,Rural (Low),2011,9017.51,Petrol,Automatic,First Owner,17.0,1498,119,5,1570723.59,496182.7
Kia Sonet,HTK (Mid),Excellent,Tier 2 (Medium),2016,9956.85,Diesel,Manual,Second Owner,18.0,998,118,5,1203797.93,451814.69
Toyota Glanza,G (Base),Good,Rural (Low),2025,115465.47,Diesel,Automatic,Fourth & Above Owner,22.0,1197,88,5,1024106.32,419100.06
Hyundai Creta,SX (Top),Excellent,Tier 2 (Medium),2017,56584.02,Petrol,Automatic,Second Owner,16.0,1497,113,5,1837904.77,839531.19
Volkswagen Vento,Trendline (Base),Good,Rural (Low),2020,17111.66,Petrol,Automatic,First Owner,17.0,999,108,5,1222756.43,1070999.25
Maruti Suzuki Swift,ZXI (Top),Poor,Metro (High Demand),2021,95917.36,Diesel,Automatic,First Owner,21.0,1197,82,5,940174.71,542456.77
Maruti Suzuki Alto,LXI (Base),Good,Metro (High Demand),2023,77019.53,Diesel,Automatic,Second Owner,22.0,796,47,5,712829.05,426998.48
Hyundai Grand i10,SX (Top),Good,Rural (Low),2020,45746.31,Diesel,Manual,Second Owner,20.0,1197,82,5,973943.37,507963.96
Kia Sonet,HTK (Mid),Good,Metro (High Demand),2013,65427.31,CNG,Automatic,Fourth & Above Owner,18.0,998,118,5,1212475.67,389523.32
Mahindra XUV300,Top,Poor,Metro (High Demand),2014,23599.28,CNG,Manual,First Owner,17.0,1197,108,5,1265483.11,390689.79
Kia Carens,HTK (Mid),Poor,Tier 2 (Medium),2021,65776.49,Petrol,Manual,First Owner,16.0,1497,113,7,1343468.03,609708.66
Tata Safari,XE (Base),Excellent,Metro (High Demand),2011,109766.9,Diesel,Automatic,Third Owner,14.0,1956,167,7,2268741.13,697136.76
Hyundai Creta,S (Mid),Excellent,Tier 2 (Medium),2020,30457.12,CNG,Manual,First Owner,16.0,1497,113,5,1683850.04,1500593.2
Maruti Suzuki Dzire,LXI (Base),Excellent,Metro (High Demand),2016,18671.1,Petrol,Automatic,First Owner,23.0,1197,88,5,892132.0,369021.86
Kia Carens,GTX (Top),Good,Metro (High Demand),2020,102815.67,CNG,Manual,Second Owner,16.0,1497,113,7,1449965.29,584716.4
Kia Sonet,GTX (Top),Good,Metro (High Demand),2021,93051.66,Diesel,Automatic,First Owner,18.0,998,118,5,1452751.58,1018624.22
Hyundai Grand i10,SX (Top),Excellent,Tier 2 (Medium),2023,110541.97,Diesel,Manual,Second Owner,20.0,1197,82,5,955943.32,617701.38
Honda City,E (Base),Excellent,Metro (High Demand),2016,103163.65,CNG,Manual,Second Owner,17.0,1498,119,5,1441429.79,446296.65
Maruti Suzuki Alto,ZXI (Top),Excellent,Rural (Low),2012,11248.17,CNG,Automatic,Second Owner,22.0,796,47,5,602607.49,201743.95
Maruti Suzuki Baleno,ZXI (Top),Excellent,Rural (Low),2021,49554.04,Petrol,Automatic,Second Owner,22.0,1197,88,5,1050648.47,613537.58
Maruti Suzuki Alto,VXI (Mid),Good,Metro (High Demand),2025,15362.76,CNG,Automatic,Second Owner,22.0,796,47,5,593213.49,521563.44
Maruti Suzuki Swift,LXI (Base),Good,Metro (High Demand),2024,117253.02,Diesel,Automatic,Third Owner,21.0,1197,82,5,924305.28,582714.02
Volkswagen Vento,Highline (Top),Excellent,Metro (High Demand),2012,146435.57,Diesel,Automatic,First Owner,17.0,999,108,5,1503610.42,467119.83
Volkswagen Taigun,Highline (Top),Excellent,Tier 2 (Medium),2021,65304.46,Diesel,Manual,Second Owner,16.0,1498,148,5,1734468.81,1033355.39
Tata Tiago,XM (Mid),Excellent,Tier 2 (Medium),2015,33125.72,Diesel,Automatic,Second Owner,20.0,1199,84,5,967416.23,844163.55
Hyundai Creta,S (Mid),Excellent,Tier 2 (Medium),2018,119879.24,Diesel,Automatic,Second Owner,16.0,1497,113,5,1820660.54,730531.74
Volkswagen Polo,Highline (Top),Fair,Tier 2 (Medium),2019,43303.56,CNG,Manual,Third Owner,18.0,999,108,5,909424.95,325309.16
Hyundai i20,E (Base),Good,Metro (High Demand),2023,48432.74,Diesel,Manual,Second Owner,20.0,1197,82,5,1029062.58,716971.18
Honda Elevate,VX (Top),Good,Rural (Low),2023,50286.74,Petrol,Manual,First Owner,15.0,1498,119,5,1513990.13,1351554.49
Hyundai Verna,S (Mid),Fair,Metro (High Demand),2013,34832.61,Diesel,Manual,First Owner,19.0,1497,113,5,1421952.35,1193018.7
Tata Nexon,XE (Base),Good,Tier 2 (Medium),2011,16277.43,Petrol,Automatic,Third Owner,17.0,1199,118,5,1303790.35,413797.06
Mahindra XUV700,Base,Good,Metro (High Demand),2015,145692.62,CNG,Manual,First Owner,13.0,2198,182,7,2028827.81,647278.34
Hyundai i20,S (Mid),Poor,Tier 2 (Medium),2018,54978.79,Diesel,Manual,Second Owner,20.0,1197,82,5,952837.18,307007.91
Kia Sonet,GTX (Top),Good,Rural (Low),2024,66070.71,Diesel,Manual,Third Owner,18.0,998,118,5,1284710.55,833715.47
Honda Elevate,S (Mid),Excellent,Metro (High Demand),2025,59695.66,Diesel,Manual,First Owner,15.0,1498,119,5,1486569.77,1321100.94
Toyota Urban Cruiser,V (Top),Poor,Metro (High Demand),2013,99205.49,Petrol,Automatic,Second Owner,18.0,1462,103,5,1285827.75,404244.1
Volkswagen Vento,Comfortline (Mid),Good,Rural (Low),2017,116480.35,Diesel,Manual,Second Owner,17.0,999,108,5,1304041.07,401325.54
Kia Carens,GTX (Top),Poor,Tier 2 (Medium),2015,116575.9,CNG,Automatic,Second Owner,16.0,1497,113,7,1546165.73,490102.38
Tata Tiago,XM (Mid),Fair,Metro (High Demand),2015,45506.2,Petrol,Manual,Second Owner,20.0,1199,84,5,775398.94,258450.92
Kia Seltos,GTX (Top),Fair,Tier 2 (Medium),2024,132602.87,Diesel,Manual,First Owner,16.0,1497,113,5,1835839.75,1186614.58
Tata Altroz,XE (Base),Fair,Tier 2 (Medium),2016,12963.52,CNG,Manual,Second Owner,19.0,1199,84,5,808579.75,257938.34
Tata Altroz,XZ (Top),Excellent,Tier 2 (Medium),2025,126132.67,Petrol,Manual,Third Owner,19.0,1199,84,5,956931.39,681960.95
Tata Nexon,XZ (Top),Poor,Metro (High Demand),2011,60888.86,CNG,Automatic,Second Owner,17.0,1199,118,5,1466779.96,452205.05
Tata Tiago,XE (Base),Good,Tier 2 (Medium),2019,478420.9427181422,Diesel,Manual,First Owner,20.0,1199,84,5,764795.1,364117.53
Tata Harrier,XM (Mid),Good,Tier 2 (Medium),2014,9364.37,Diesel,Automatic,First Owner,16.0,1956,167,5,2188969.58,706618.02
Honda Elevate,E (Base),Good,Metro (High Demand),2015,66804.07,Diesel,Automatic,First Owner,15.0,1498,119,5,1578563.03,519686.89
Kia Sonet,HTE (Base),Fair,Tier 2 (Medium),2017,43948.64,Diesel,Automatic,First Owner,18.0,998,118,5,1279939.1,475194.15
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2012,41376.7,Diesel,Manual,First Owner,16.0,1497,113,7,1343609.29,414153.43
Volkswagen Virtus,Highline (Top),Poor,Tier 2 (Medium),2025,59372.2,CNG,Manual,First Owner,18.0,1498,148,5,1737114.85,1200990.69
Kia Seltos,GTX (Top),Excellent,Metro (High Demand),2012,88592.23,Diesel,Automatic,Second Owner,16.0,1497,113,5,2057945.82,635244.08
Tata Nexon,XZ (Top),Good,Rural (Low),2022,48572.13,CNG,Automatic,First Owner,17.0,1199,118,5,1351696.49,995835.53
Maruti Suzuki Baleno,VXI (Mid),Excellent,Rural (Low),2013,134725.93,CNG,Manual,First Owner,22.0,1197,88,5,879520.28,279767.24
Hyundai i20,S (Mid),Excellent,Metro (High Demand),2015,143921.93,Diesel,Manual,Third Owner,20.0,1197,82,5,992488.78,311468.98
Tata Nexon,XZ (Top),Poor,Rural (Low),2011,143661.48,CNG,Manual,Second Owner,17.0,1199,118,5,1342145.84,423537.88
Honda Amaze,VX (Top),Fair,Tier 2 (Medium),2018,132712.82,Petrol,Manual,First Owner,18.0,1199,88,5,944319.19,311849.08
Volkswagen Polo,Comfortline (Mid),Good,Metro (High Demand),2024,58227.67,Diesel,Automatic,First Owner,18.0,999,108,5,1205367.19,1071619.42
Hyundai Verna,S (Mid),Excellent,Tier 2 (Medium),2018,119093.23,Diesel,Manual,Second Owner,19.0,1497,113,5,1457132.18,498518.65
Tata Harrier,XZ (Top),Excellent,Metro (High Demand),2024,129333.91,Petrol,Automatic,First Owner,16.0,1956,167,5,2100715.48,1813975.9
Kia Carens,HTE (Base),Good,Metro (High Demand),2022,105582.1,Diesel,Automatic,First Owner,16.0,1497,113,7,1540030.74,909134.48
Kia Carens,GTX (Top),Good,Tier 2 (Medium),2018,33476.53,Petrol,Automatic,First Owner,16.0,1497,113,7,1522823.79,719456.57
Toyota Fortuner,V (Top),Excellent,Metro (High Demand),2021,112720.6,Petrol,Manual,Second Owner,10.0,2755,201,7,3716562.66,2176725.37
Kia Sonet,GTX (Top),Good,Metro (High Demand),2019,5792.87,CNG,Manual,Third Owner,18.0,998,118,5,1149080.03,535919.87
Maruti Suzuki Ertiga,VXI (Mid),Good,Metro (High Demand),2017,66227.27,CNG,Automatic,First Owner,20.0,1462,103,7,1252190.27,564508.54
Tata Altroz,XZ (Top),Excellent,Rural (Low),2025,149367.84,Petrol,Manual,Third Owner,19.0,1199,84,5,921136.86,813340.49
Tata Harrier,XZ (Top),Fair,Tier 2 (Medium),2023,97763.9,CNG,Automatic,First Owner,16.0,1956,167,5,2077738.79,1401224.32
Honda Amaze,S (Mid),Poor,Metro (High Demand),2017,109121.92,Diesel,Automatic,First Owner,18.0,1199,88,5,1085754.52,352077.24
Kia Carens,HTK (Mid),Excellent,Tier 2 (Medium),2012,13807.04,Petrol,Automatic,Second Owner,16.0,1497,113,7,1437396.41,451661.28
Mahindra Thar,Top,Excellent,Metro (High Demand),2015,75826.15,Diesel,Automatic,First Owner,15.0,1997,150,4,1962794.48,850291.5
Volkswagen Vento,Trendline (Base),Good,Metro (High Demand),2024,64332.5,CNG,Automatic,Third Owner,17.0,999,108,5,1299528.86,793977.49
Hyundai Grand i10,SX (Top),Good,Rural (Low),2015,47417.35,Diesel,Manual,First Owner,20.0,1197,82,5,976063.35,364751.68
Hyundai Grand i10,E (Base),Good,Tier 2 (Medium),2014,39764.85,CNG,Manual,First Owner,20.0,1197,82,5,668049.79,204586.35
Tata Tiago,XE (Base),Excellent,Tier 2 (Medium),2020,64152.63,Diesel,Manual,First Owner,20.0,1199,84,5,706044.65,413379.56
Toyota Glanza,V (Top),Fair,Tier 2 (Medium),2019,12589.34,CNG,Automatic,First Owner,22.0,1197,88,5,1154032.13,597315.33
Hyundai Venue,S (Mid),Good,Tier 2 (Medium),2025,100939.28,CNG,Manual,Third Owner,18.0,998,118,5,1172143.86,694090.86
Honda Amaze,VX (Top),Good,Tier 2 (Medium),2013,70372.03,Petrol,Manual,First Owner,18.0,1199,88,5,967976.4,303088.77
Maruti Suzuki Swift,ZXI (Top),Fair,Rural (Low),2014,147483.74,Diesel,Automatic,First Owner,21.0,1197,82,5,942725.18,299840.26
Kia Sonet,HTK (Mid),Good,Tier 2 (Medium),2011,30664.17,CNG,Manual,First Owner,18.0,998,118,5,1075080.49,343655.86
Maruti Suzuki Baleno,LXI (Base),Fair,Rural (Low),2018,22051.01,Petrol,Manual,First Owner,22.0,1197,88,5,761554.28,281181.36
Honda Amaze,VX (Top),Good,Tier 2 (Medium),2013,106036.89,CNG,Automatic,First Owner,18.0,1199,88,5,1151773.17,374931.3
Hyundai Verna,SX (Top),Good,Metro (High Demand),2020,25648.72,CNG,Manual,Fourth & Above Owner,19.0,1497,113,5,1427494.88,590544.9
Maruti Suzuki Dzire,ZXI (Top),Excellent,Metro (High Demand),2011,9369.47,Diesel,Manual,First Owner,23.0,1197,88,5,920011.39,300579.19
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2016,123717.92,CNG,Manual,First Owner,16.0,1497,113,5,1675284.65,520394.05
Volkswagen Vento,Comfortline (Mid),Good,Tier 2 (Medium),2023,70986.86,CNG,Automatic,Third Owner,17.0,999,108,5,1356786.92,756700.67
Maruti Suzuki Alto,LXI (Base),Good,Metro (High Demand),2024,140841.87,CNG,Automatic,First Owner,22.0,796,47,5,512975.58,360833.63
Hyundai i20,E (Base),Fair,Metro (High Demand),2021,100006.43,CNG,Manual,First Owner,20.0,1197,82,5,947827.3,429661.93
Kia Sonet,HTE (Base),Good,Metro (High Demand),2013,14941.26,Diesel,Automatic,First Owner,18.0,998,118,5,1301028.58,413104.27
Hyundai Venue,SX (Top),Excellent,Rural (Low),2011,103259.89,CNG,Automatic,First Owner,18.0,998,118,5,1363818.65,436442.63
Honda City,E (Base),Good,Metro (High Demand),2018,136448.22,CNG,Automatic,First Owner,17.0,1498,119,5,1536508.26,605613.43
Volkswagen Virtus,Highline (Top),Good,Rural (Low),2017,59755.7,Diesel,Automatic,Second Owner,18.0,1498,148,5,1933263.9,609943.4
Maruti Suzuki Ertiga,LXI (Base),Fair,Rural (Low),2014,104469.46,Petrol,Automatic,First Owner,20.0,1462,103,7,1246886.36,392079.41
Honda Amaze,E (Base),Excellent,Metro (High Demand),2012,84752.26,CNG,Manual,First Owner,18.0,1199,88,5,893906.64,288094.6
Volkswagen Taigun,Highline (Top),Fair,Tier 2 (Medium),2018,32115.32,Diesel,Automatic,Third Owner,16.0,1498,148,5,1729096.76,558761.06
Kia Sonet,HTK (Mid),Fair,Metro (High Demand),2021,26337.73,Diesel,Automatic,Second Owner,18.0,998,118,5,1383719.91,710388.89
Mahindra XUV300,Top,Good,Metro (High Demand),2012,98040.75,Diesel,Automatic,Second Owner,17.0,1197,108,5,1456956.46,452610.22
Maruti Suzuki Dzire,ZXI (Top),Poor,Metro (High Demand),2015,19667.62,Petrol,Manual,First Owner,23.0,1197,88,5,934314.81,308874.17
Volkswagen Virtus,Trendline (Base),Fair,Metro (High Demand),2014,46003.78,CNG,Manual,First Owner,18.0,1498,148,5,1620838.59,500634.19
Maruti Suzuki Swift,VXI (Mid),Good,Rural (Low),2015,61043.46,Petrol,Automatic,First Owner,21.0,1197,82,5,790735.49,265659.38
Maruti Suzuki Alto,VXI (Mid),Good,Tier 2 (Medium),2017,6358.36,CNG,Manual,First Owner,22.0,796,47,5,525326.01,212543.91
Hyundai i20,S (Mid),Good,Rural (Low),2014,25905.45,CNG,Manual,First Owner,20.0,1197,82,5,844158.36,273011.81
Kia Carens,HTE (Base),Good,Metro (High Demand),2021,137362.47,CNG,Automatic,Second Owner,16.0,1497,113,7,1361048.74,572429.37
Kia Sonet,GTX (Top),Fair,Tier 2 (Medium),2021,62663.23,Diesel,Manual,Third Owner,18.0,998,118,5,1317886.87,499924.85
Mahindra XUV300,Top,Fair,Rural (Low),2017,65600.33,Petrol,Automatic,Second Owner,17.0,1197,108,5,1345262.94,425757.55
Hyundai Venue,E (Base),Good,Rural (Low),2014,88123.98,Diesel,Automatic,Second Owner,18.0,998,118,5,1311424.36,415226.77
Toyota Fortuner,V (Top),Excellent,Metro (High Demand),2023,53458.73,Diesel,Automatic,Second Owner,10.0,2755,201,7,3822631.02,3365593.74
Mahindra XUV300,Top,Poor,Metro (High Demand),2011,16383.11,Petrol,Manual,Second Owner,17.0,1197,108,5,1332518.96,414885.15
Mahindra XUV700,Top,Excellent,Tier 2 (Medium),2017,61184.33,CNG,Manual,Second Owner,13.0,2198,182,7,2193654.58,1060520.25
Maruti Suzuki Baleno,VXI (Mid),Good,Rural (Low),2019,132150.3,Petrol,Automatic,Third Owner,22.0,1197,88,5,955779.8,316329.42
Maruti Suzuki Ertiga,VXI (Mid),Poor,Metro (High Demand),2023,115786.0,CNG,Automatic,Second Owner,20.0,1462,103,7,1200841.85,468347.25
Maruti Suzuki Dzire,ZXI (Top),Poor,Tier 2 (Medium),2016,15674.75,Diesel,Automatic,Second Owner,23.0,1197,88,5,1072479.34,347688.92
Tata Harrier,XZ (Top),Good,Tier 2 (Medium),2011,135889.75,Diesel,Automatic,Second Owner,16.0,1956,167,5,2267361.15,706662.78
Kia Sonet,GTX (Top),Good,Metro (High Demand),2012,24920.81,Petrol,Manual,First Owner,18.0,998,118,5,1141313.48,356317.59
Maruti Suzuki Dzire,ZXI (Top),Good,Rural (Low),2020,132589.4,Petrol,Automatic,First Owner,23.0,1197,88,5,1068366.07,466887.07
Hyundai Venue,SX (Top),Poor,Tier 2 (Medium),2012,78682.38,Petrol,Manual,First Owner,18.0,998,118,5,1104356.89,354612.43
Tata Nexon,XM (Mid),Good,Metro (High Demand),2019,56802.62,CNG,Manual,First Owner,17.0,1199,118,5,1168160.37,633364.07
Honda Amaze,S (Mid),Good,Rural (Low),2022,131921.69,Diesel,Automatic,First Owner,18.0,1199,88,5,1104279.76,590853.84
Honda Amaze,S (Mid),Good,Tier 2 (Medium),2016,27095.64,Diesel,Automatic,First Owner,18.0,1199,88,5,1165168.42,553570.45
Tata Altroz,XM (Mid),Excellent,Tier 2 (Medium),2014,119412.15,CNG,Automatic,First Owner,19.0,1199,84,5,1060584.1,336214.9
Mahindra Bolero,Top,Good,Tier 2 (Medium),2016,81325.3,Diesel,Manual,Third Owner,16.0,1493,75,7,1167524.38,350897.82
Mahindra XUV300,Base,Poor,Tier 2 (Medium),2023,132857.22,CNG,Automatic,Third Owner,17.0,1197,108,5,1220811.43,375024.84
Volkswagen Polo,Trendline (Base),Good,Tier 2 (Medium),2025,50381.59,CNG,Manual,First Owner,18.0,999,108,5,808912.81,709382.01
Maruti Suzuki Ertiga,ZXI (Top),Excellent,Tier 2 (Medium),2024,56203.05,CNG,Manual,Fourth & Above Owner,20.0,1462,103,7,1109183.26,631779.22
Hyundai i20,SX (Top),Good,Tier 2 (Medium),2015,137163.69,Diesel,Manual,Second Owner,20.0,1197,82,5,1099421.38,359583.35
Toyota Fortuner,G (Base),Fair,Rural (Low),2011,110733.97,Diesel,Automatic,Fourth & Above Owner,10.0,2755,201,7,3859349.8,1495451.74
Maruti Suzuki Brezza,VXI (Mid),Good,Metro (High Demand),2011,146728.3,CNG,Manual,First Owner,19.0,1462,103,5,997207.47,325808.04
Mahindra Bolero,Mid,Good,Tier 2 (Medium),2023,54766.3,Diesel,Manual,First Owner,16.0,1493,75,7,1103751.07,845919.84
Mahindra Thar,Mid,Good,Metro (High Demand),2012,126735.02,Diesel,Automatic,Third Owner,15.0,1997,150,4,1822939.54,561003.32
Hyundai Verna,S (Mid),Excellent,Tier 2 (Medium),2011,111105.63,Diesel,Automatic,Second Owner,19.0,1497,113,5,1609217.09,493399.56
Kia Seltos,GTX (Top),Good,Tier 2 (Medium),2012,48731.73,Petrol,Automatic,Third Owner,16.0,1497,113,5,1967067.43,616951.15
Toyota Innova,V (Top),Fair,Metro (High Demand),2019,91227.61,Diesel,Automatic,Second Owner,11.0,2393,148,7,2939967.23,1296568.44
Maruti Suzuki Alto,VXI (Mid),Good,Tier 2 (Medium),2022,110081.12,Petrol,Manual,First Owner,22.0,796,47,5,471982.86,267850.24
Maruti Suzuki Baleno,VXI (Mid),Excellent,Metro (High Demand),2012,139894.02,Diesel,Manual,First Owner,22.0,1197,88,5,987355.94,316270.61
Mahindra Scorpio,Base,Excellent,Metro (High Demand),2017,88168.24,CNG,Manual,Second Owner,15.0,2184,130,7,1666226.38,714301.95
Mahindra XUV300,Top,Poor,Tier 2 (Medium),2012,16753.59,CNG,Automatic,First Owner,17.0,1197,108,5,1330860.1,412180.13
Mahindra Thar,Base,Excellent,Rural (Low),2020,620154.5085520523,Petrol,Automatic,Second Owner,15.0,1997,150,4,1651678.12,816898.58
Volkswagen Vento,Highline (Top),Excellent,Tier 2 (Medium),2016,8340.2,CNG,Automatic,First Owner,17.0,999,108,5,1452943.53,667326.75
Maruti Suzuki Brezza,VXI (Mid),Poor,Metro (High Demand),2020,92673.5,Petrol,Automatic,Second Owner,19.0,1462,103,5,1151880.59,393728.71
Kia Carens,GTX (Top),Excellent,Tier 2 (Medium),2019,71212.2,Diesel,Automatic,First Owner,16.0,1497,113,7,1607638.96,902756.56
Hyundai Creta,SX (Top),Good,Tier 2 (Medium),2025,104947.47,CNG,Automatic,First Owner,16.0,1497,113,5,1806652.26,1614296.64
Hyundai Verna,E (Base),Fair,Tier 2 (Medium),2013,111253.47,Petrol,Manual,Third Owner,19.0,1497,113,5,1274642.4,405409.02
Tata Safari,XM (Mid),Excellent,Metro (High Demand),2017,5543.88,Petrol,Automatic,First Owner,14.0,1956,167,7,2165185.82,1155211.34
Maruti Suzuki Dzire,VXI (Mid),Poor,Metro (High Demand),2023,111200.9,Diesel,Manual,Second Owner,23.0,1197,88,5,892356.4,372423.3
Mahindra XUV300,Top,Good,Tier 2 (Medium),2022,101938.05,Petrol,Manual,First Owner,17.0,1197,108,5,1295763.2,764506.68
Honda City,VX (Top),Good,Tier 2 (Medium),2012,62225.45,Diesel,Manual,First Owner,17.0,1498,119,5,1610207.85,500422.89
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2016,102796.07,Diesel,Automatic,Second Owner,18.0,1462,103,5,1227767.41,396095.56
Mahindra Thar,Top,Good,Metro (High Demand),2022,139475.48,Diesel,Manual,Second Owner,15.0,1997,150,4,1787854.53,956127.43
Hyundai i20,SX (Top),Fair,Metro (High Demand),2024,137357.55,Petrol,Manual,Third Owner,20.0,1197,82,5,943154.11,468458.05
Toyota Fortuner,G (Base),Excellent,Metro (High Demand),2019,120129.44,CNG,Automatic,First Owner,10.0,2755,201,7,3640153.45,2020578.86
